num_of_pers,Nb_Phd,GrandSuc,GrandUnSuc,AApaper,Apaper,Bpaper,Cpaper,CountCountries,AvAge,num_of_depmts,main_depmt,num_of_facs,main_fac,NbYearsUni,num_of_dif_Roles
1.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,1.0,47.0,1.0,3258.0,1.0,31.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,2578.0,1.0,25.0,0.0,1.0
1.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,1.0,67.0,1.0,2523.0,1.0,25.0,30.0,1.0
1.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,42.0,1.0,3123.0,1.0,31.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,52.0,1.0,3658.0,1.0,22.0,2.5,1.0
2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,62.0,2.0,1033.0,1.0,1.0,7.5,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,3098.0,1.0,31.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,3258.0,1.0,31.0,7.5,1.0
1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0,52.0,1.0,3098.0,1.0,31.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,42.0,1.0,1033.0,1.0,1.0,2.5,1.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,1.0,3658.0,1.0,22.0,2.5,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,1.0,148.0,1.0,64.0,7.5,1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,1.0,1528.0,1.0,13.0,0.0,1.0
1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,52.0,1.0,1258.0,1.0,34.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,2163.0,1.0,19.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,52.0,1.0,3098.0,1.0,31.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,2518.0,1.0,25.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,42.0,1.0,1798.0,1.0,118.0,0.0,1.0
1.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,47.0,1.0,3708.0,1.0,10.0,2.5,1.0
1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,2523.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,2678.0,1.0,25.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,3123.0,1.0,31.0,0.0,1.0
1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,52.0,1.0,3508.0,1.0,4.0,2.5,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,3073.0,1.0,31.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,203.0,1.0,58.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,42.0,1.0,528.0,1.0,7.0,2.5,1.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,47.0,1.0,653.0,1.0,7.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,1.0,2298.0,1.0,46.0,0.0,1.0
1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,47.0,1.0,3098.0,1.0,31.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,42.0,1.0,3658.0,1.0,22.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,52.0,1.0,2728.0,1.0,25.0,2.5,1.0
1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,2828.0,1.0,25.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,57.0,1.0,2553.0,1.0,25.0,2.5,1.0
1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,42.0,1.0,2763.0,1.0,25.0,0.0,1.0
1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,57.0,1.0,2563.0,1.0,25.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,47.0,1.0,2883.0,1.0,25.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,2813.0,1.0,25.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,72.0,1.0,2298.0,1.0,46.0,7.5,1.0
3.0,0.0,3.0,0.0,34.0,39.0,36.0,14.0,1.0,60.33333333333326,3.0,2538.0,1.0,25.0,15.0,1.0
1.0,0.0,1.0,5.0,16.0,21.0,24.0,6.0,1.0,62.0,1.0,3258.0,1.0,31.0,2.5,2.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,803.0,1.0,7.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,2523.0,1.0,25.0,2.5,1.0
2.0,0.0,2.0,0.0,0.0,3.0,5.0,4.0,1.0,59.5,1.0,3268.0,1.0,31.0,30.0,3.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,2163.0,1.0,19.0,2.5,1.0
1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,72.0,1.0,2298.0,1.0,46.0,7.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,47.0,1.0,1578.0,1.0,13.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,57.0,1.0,1428.0,1.0,34.0,7.5,1.0
1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,42.0,1.0,2628.0,1.0,25.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,1578.0,1.0,13.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,1098.0,1.0,1.0,0.0,1.0
1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,2713.0,1.0,25.0,2.5,1.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,52.0,1.0,593.0,1.0,7.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,42.0,1.0,2163.0,1.0,19.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,67.0,1.0,2853.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,47.0,1.0,3508.0,1.0,4.0,2.5,1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,42.0,1.0,3198.0,1.0,31.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,52.0,1.0,1663.0,1.0,13.0,0.0,1.0
1.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,1.0,47.0,1.0,3028.0,1.0,31.0,2.5,1.0
1.0,0.0,1.0,5.0,16.0,21.0,24.0,6.0,1.0,62.0,1.0,3258.0,1.0,31.0,2.5,2.0
2.0,0.0,3.0,0.0,9.0,9.0,13.0,2.0,1.0,62.0,2.0,2538.0,1.0,25.0,12.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,2523.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,4.0,6.0,1.0,1.0,62.0,1.0,3098.0,1.0,31.0,2.5,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69.5,1.0,2298.0,1.0,46.0,10.0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,2603.0,1.0,25.0,0.0,1.0
1.0,0.0,2.0,0.0,0.0,3.0,5.0,4.0,1.0,67.0,1.0,3268.0,1.0,31.0,30.0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,4323.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,1.0,42.0,1.0,2153.0,1.0,19.0,2.5,1.0
1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,2768.0,1.0,25.0,0.0,1.0
1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,52.0,1.0,2548.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,47.0,1.0,2678.0,1.0,25.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,1623.0,1.0,13.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,2878.0,1.0,25.0,0.0,1.0
1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,52.0,1.0,4323.0,1.0,25.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,2603.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,57.0,1.0,2298.0,1.0,46.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,47.0,1.0,2558.0,1.0,25.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,2053.0,1.0,19.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,1258.0,1.0,34.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,52.0,1.0,2548.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,2253.0,1.0,19.0,0.0,1.0
1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,42.0,1.0,3658.0,1.0,22.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,62.0,1.0,3028.0,1.0,31.0,2.5,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,47.0,1.0,3258.0,1.0,31.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,1998.0,1.0,19.0,0.0,1.0
1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,47.0,1.0,2538.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,803.0,1.0,7.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,2728.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,3658.0,1.0,22.0,2.5,1.0
1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,52.0,1.0,2668.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,42.0,1.0,1663.0,1.0,13.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,52.0,1.0,2893.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,47.0,1.0,1098.0,1.0,1.0,2.5,1.0
1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,42.0,1.0,3048.0,1.0,31.0,0.0,1.0
1.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,67.0,1.0,2053.0,1.0,19.0,7.5,1.0
2.0,0.0,1.0,0.0,4.0,7.0,5.0,0.0,1.0,54.5,2.0,2053.0,2.0,19.0,37.5,1.0
2.0,0.0,0.0,0.0,2.0,2.0,29.0,29.0,1.0,57.0,1.0,2778.0,1.0,25.0,12.5,1.0
4.0,0.0,2.0,4.0,22.0,8.0,4.0,0.0,2.0,49.5,1.0,2678.0,1.0,25.0,7.5,3.0
1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,1.0,62.0,1.0,1033.0,1.0,1.0,0.0,2.0
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,2.0,0.0,5.0,2.0,0.0,1.0,62.0,1.0,2813.0,1.0,25.0,0.0,1.0
1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,52.0,1.0,2883.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,42.0,1.0,2713.0,1.0,25.0,2.5,1.0
2.0,0.0,0.0,3.0,2.0,1.0,0.0,10.0,2.0,52.0,1.0,2523.0,1.0,25.0,5.0,2.0
1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,47.0,1.0,3508.0,1.0,4.0,7.5,1.0
1.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,1.0,52.0,1.0,1098.0,1.0,1.0,2.5,1.0
1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,62.0,1.0,828.0,1.0,7.0,12.5,1.0
1.0,0.0,1.0,0.0,2.0,6.0,2.0,4.0,1.0,57.0,1.0,3198.0,1.0,31.0,2.5,1.0
1.0,0.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,67.0,1.0,2653.0,1.0,25.0,12.5,1.0
1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,47.0,1.0,653.0,1.0,7.0,2.5,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,62.0,1.0,2523.0,1.0,25.0,12.5,1.0
1.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,47.0,1.0,3268.0,1.0,31.0,2.5,1.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,72.0,1.0,653.0,1.0,7.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,15.0,6.0,8.0,1.0,57.0,1.0,828.0,1.0,7.0,2.5,1.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,47.0,1.0,2948.0,1.0,25.0,2.5,1.0
1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,72.0,1.0,3073.0,1.0,31.0,30.0,1.0
1.0,0.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,57.0,1.0,2628.0,1.0,25.0,2.5,1.0
1.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,47.0,1.0,3198.0,1.0,31.0,2.5,1.0
1.0,0.0,2.0,0.0,0.0,3.0,4.0,2.0,1.0,67.0,1.0,2728.0,1.0,25.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,1.0,62.0,1.0,2298.0,1.0,46.0,2.5,1.0
1.0,0.0,1.0,2.0,2.0,9.0,3.0,2.0,1.0,57.0,1.0,1033.0,1.0,1.0,12.5,1.0
1.0,0.0,2.0,0.0,13.0,8.0,3.0,0.0,1.0,52.0,1.0,2628.0,1.0,25.0,0.0,1.0
1.0,0.0,1.0,0.0,5.0,0.0,7.0,5.0,1.0,57.0,1.0,3273.0,1.0,31.0,7.5,1.0
1.0,0.0,2.0,0.0,25.0,21.0,9.0,1.0,1.0,72.0,1.0,2713.0,1.0,25.0,30.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,2153.0,1.0,19.0,2.5,1.0
1.0,0.0,2.0,5.0,16.0,21.0,24.0,6.0,1.0,62.0,1.0,3258.0,1.0,31.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,57.0,1.0,2523.0,1.0,25.0,0.0,1.0
1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,47.0,1.0,653.0,1.0,7.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,62.0,1.0,2163.0,1.0,19.0,0.0,1.0
1.0,0.0,2.0,0.0,5.0,4.0,3.0,2.0,1.0,67.0,1.0,2578.0,1.0,25.0,7.5,1.0
1.0,0.0,2.0,2.0,5.0,14.0,6.0,1.0,1.0,52.0,1.0,2558.0,1.0,25.0,0.0,1.0
1.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,47.0,1.0,3048.0,1.0,31.0,2.5,1.0
1.0,0.0,3.0,7.0,0.0,8.0,4.0,0.0,1.0,57.0,1.0,2678.0,1.0,25.0,7.5,1.0
1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,47.0,1.0,2668.0,1.0,25.0,7.5,1.0
1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,57.0,1.0,1033.0,1.0,1.0,7.5,1.0
1.0,0.0,2.0,0.0,4.0,19.0,6.0,5.0,1.0,72.0,1.0,3268.0,1.0,31.0,12.5,1.0
1.0,0.0,1.0,0.0,9.0,14.0,6.0,4.0,1.0,67.0,1.0,2628.0,1.0,25.0,30.0,1.0
1.0,0.0,2.0,1.0,12.0,10.0,5.0,0.0,1.0,57.0,1.0,2763.0,1.0,25.0,2.5,1.0
1.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,47.0,1.0,2653.0,1.0,25.0,2.5,1.0
1.0,0.0,2.0,2.0,2.0,7.0,6.0,3.0,1.0,52.0,1.0,3198.0,1.0,31.0,12.5,1.0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,2713.0,1.0,25.0,2.5,1.0
1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,1.0,1038.0,1.0,1.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,62.0,1.0,1663.0,1.0,13.0,0.0,1.0
1.0,0.0,1.0,2.0,6.0,9.0,10.0,3.0,1.0,67.0,1.0,2253.0,1.0,19.0,0.0,1.0
1.0,0.0,2.0,2.0,2.0,7.0,6.0,3.0,1.0,52.0,1.0,3198.0,1.0,31.0,12.5,1.0
1.0,0.0,1.0,0.0,3.0,6.0,12.0,3.0,1.0,67.0,1.0,1038.0,1.0,1.0,7.5,1.0
1.0,0.0,0.0,0.0,3.0,1.0,5.0,4.0,1.0,72.0,1.0,593.0,1.0,7.0,12.5,1.0
1.0,0.0,2.0,0.0,15.0,8.0,5.0,1.0,1.0,52.0,1.0,2563.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,57.0,1.0,2653.0,1.0,25.0,7.5,2.0
1.0,0.0,0.0,0.0,2.0,3.0,37.0,32.0,1.0,67.0,1.0,2778.0,1.0,25.0,7.5,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,4163.0,1.0,58.0,0.0,1.0
1.0,0.0,1.0,1.0,7.0,6.0,3.0,0.0,1.0,62.0,1.0,2713.0,1.0,25.0,12.5,1.0
3.0,0.0,3.0,0.0,15.0,13.0,27.0,8.0,2.0,52.0,2.0,3198.0,2.0,31.0,42.5,2.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,4163.0,1.0,58.0,0.0,1.0
1.0,0.0,1.0,0.0,4.0,5.0,5.0,1.0,1.0,72.0,1.0,2678.0,1.0,25.0,2.5,1.0
1.0,0.0,2.0,0.0,19.0,19.0,19.0,23.0,1.0,57.0,1.0,1258.0,1.0,34.0,30.0,2.0
1.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,1.0,57.0,1.0,2153.0,1.0,19.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,2538.0,1.0,25.0,2.5,1.0
2.0,0.0,0.0,0.0,35.0,18.0,5.0,3.0,1.0,49.5,1.0,2628.0,1.0,25.0,5.0,2.0
1.0,0.0,2.0,0.0,5.0,4.0,3.0,2.0,1.0,67.0,1.0,2578.0,1.0,25.0,7.5,1.0
1.0,0.0,2.0,0.0,1.0,16.0,8.0,4.0,1.0,67.0,1.0,1258.0,1.0,34.0,30.0,2.0
1.0,0.0,1.0,2.0,0.0,3.0,2.0,5.0,1.0,47.0,1.0,3708.0,1.0,10.0,2.5,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,4163.0,1.0,58.0,0.0,1.0
2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,47.0,1.0,2558.0,1.0,25.0,2.5,1.0
2.0,0.0,0.0,7.0,7.0,17.0,17.0,3.0,1.0,67.0,1.0,2828.0,1.0,25.0,2.5,2.0
1.0,0.0,0.0,1.0,8.0,8.0,6.0,0.0,1.0,57.0,1.0,2678.0,1.0,25.0,0.0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,2518.0,1.0,25.0,2.5,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,49.5,2.0,2603.0,1.0,25.0,2.5,1.0
3.0,0.0,1.0,0.0,2.0,8.0,17.0,16.0,1.0,65.33333333333326,1.0,2828.0,1.0,25.0,7.5,2.0
1.0,0.0,2.0,0.0,14.0,11.0,4.0,0.0,1.0,47.0,1.0,2668.0,1.0,25.0,2.5,2.0
1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,57.0,1.0,2603.0,1.0,25.0,7.5,2.0
1.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,62.0,1.0,3268.0,1.0,31.0,0.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,4163.0,1.0,58.0,0.0,2.0
1.0,0.0,2.0,3.0,19.0,15.0,11.0,6.0,1.0,67.0,1.0,2553.0,1.0,25.0,30.0,1.0
2.0,0.0,2.0,0.0,15.0,8.0,5.0,1.0,2.0,49.5,1.0,2563.0,1.0,25.0,5.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,47.0,1.0,2523.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,42.0,1.0,3268.0,1.0,31.0,2.5,1.0
3.0,0.0,3.0,0.0,30.0,39.0,26.0,23.0,1.0,62.0,3.0,2538.0,1.0,25.0,42.5,1.0
2.0,0.0,2.0,0.0,5.0,3.0,4.0,4.0,1.0,62.0,1.0,2603.0,1.0,25.0,5.0,1.0
1.0,0.0,1.0,0.0,0.0,6.0,4.0,15.0,1.0,62.0,1.0,2853.0,1.0,25.0,0.0,2.0
2.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,54.5,2.0,1033.0,2.0,1.0,0.0,1.0
2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,54.5,2.0,2603.0,1.0,25.0,5.0,1.0
3.0,0.0,1.0,0.0,2.0,0.0,8.0,2.0,2.0,55.33333333333326,1.0,2923.0,1.0,25.0,7.5,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,6.0,3.0,5.0,0.0,1.0,64.5,1.0,3258.0,1.0,31.0,32.5,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,4163.0,1.0,58.0,0.0,1.0
1.0,0.0,1.0,0.0,4.0,2.0,4.0,0.0,1.0,52.0,1.0,3258.0,1.0,31.0,7.5,1.0
1.0,0.0,0.0,0.0,0.0,3.0,18.0,3.0,1.0,52.0,1.0,2543.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,57.0,1.0,2713.0,1.0,25.0,2.5,1.0
2.0,0.0,2.0,6.0,3.0,1.0,0.0,0.0,1.0,44.5,1.0,2678.0,1.0,25.0,7.5,1.0
1.0,0.0,0.0,1.0,1.0,5.0,3.0,5.0,1.0,67.0,1.0,3073.0,1.0,31.0,0.0,2.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,4163.0,1.0,58.0,0.0,1.0
1.0,0.0,2.0,0.0,4.0,1.0,6.0,2.0,1.0,62.0,1.0,2653.0,1.0,25.0,12.5,1.0
1.0,0.0,2.0,0.0,14.0,11.0,14.0,3.0,1.0,52.0,1.0,2653.0,1.0,25.0,12.5,1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,67.0,1.0,1578.0,1.0,13.0,7.5,2.0
1.0,0.0,0.0,0.0,4.0,4.0,7.0,2.0,1.0,62.0,1.0,2883.0,1.0,25.0,7.5,2.0
1.0,0.0,2.0,3.0,6.0,5.0,1.0,0.0,1.0,42.0,1.0,2893.0,1.0,25.0,2.5,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,2.0,2.0,47.0,63.0,19.0,5.0,1.0,57.0,2.0,2523.0,1.0,25.0,50.0,2.0
1.0,0.0,2.0,0.0,20.0,14.0,9.0,1.0,1.0,57.0,1.0,3028.0,1.0,31.0,30.0,1.0
1.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,52.0,1.0,2653.0,1.0,25.0,7.5,2.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,4163.0,1.0,58.0,0.0,1.0
1.0,0.0,2.0,0.0,29.0,26.0,9.0,2.0,1.0,72.0,1.0,2713.0,1.0,25.0,30.0,2.0
1.0,0.0,0.0,2.0,3.0,10.0,9.0,1.0,1.0,62.0,1.0,2713.0,1.0,25.0,12.5,1.0
2.0,0.0,2.0,2.0,5.0,3.0,5.0,5.0,1.0,59.5,1.0,2578.0,1.0,25.0,15.0,1.0
1.0,0.0,0.0,2.0,5.0,3.0,5.0,5.0,1.0,52.0,1.0,2578.0,1.0,25.0,7.5,1.0
4.0,0.0,2.0,4.0,28.0,9.0,4.0,0.0,2.0,49.5,1.0,2678.0,1.0,25.0,7.5,3.0
1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,47.0,1.0,2163.0,1.0,19.0,2.5,1.0
2.0,0.0,3.0,3.0,6.0,9.0,21.0,4.0,2.0,57.0,2.0,2763.0,1.0,25.0,10.0,2.0
